Frequency(MHz),VSWR,Reflection Coefficient
696.0,1.1856668985549184,0.08494748155708196
700.75,1.2411673462878625,0.10760791544072687
705.5,1.3156901782319492,0.13632660413707912
710.25,1.3941815551825634,0.1646414635219699
715.0,1.45965277982877,0.1868771005396822
719.75,1.513761099044944,0.20437944530215607
724.5,1.5578903218223616,0.2181056463065603
729.25,1.5984119806594552,0.23029911542648573
734.0,1.622669509585615,0.2374182135071977
738.75,1.6032695962342494,0.231735352000003
743.5,1.5715742791279879,0.22226629180698093
748.25,1.5431662739646812,0.21357875005078197
753.0,1.511231090165024,0.20357787547597972
757.75,1.4788495248279967,0.1931740995295885
762.5,1.4583702683134458,0.18645290102206966
767.25,1.4766134830066489,0.1924456465560514
772.0,1.5323262812454497,0.2102123589633326
776.75,1.6029170992401032,0.2316313106614572
781.5,1.715180681666398,0.2634007697887227
786.25,1.8552918067247277,0.29954619864434207
791.0,1.9889735208922645,0.33087396525247154
795.75,2.0910002588412517,0.35296026123603236
800.5,2.1745975500960557,0.3699988838145846
805.25,2.259341288796804,0.3863790800691797
810.0,2.309401181840214,0.3956610606853391
814.75,2.294860616641195,0.39299404961208506
819.5,2.2349894746609356,0.3817599668667783
824.25,2.1697118168071934,0.36902781211997626
829.0,2.08958740654258,0.3526643733189892
833.75,1.9636149533550196,0.3251484988844923
838.5,1.8210100538045677,0.2910340757904456
843.25,1.7311251113918225,0.26770106881673766
848.0,1.674676822751975,0.25224610951606485
852.75,1.6376439864710564,0.2417475556753092
857.5,1.624318781478589,0.23789746348072713
862.25,1.6716184162807206,0.2513900982969381
867.0,1.762333501050079,0.2759744617224112
871.75,1.8429751142063375,0.29651160504149116
876.5,1.9161961232912113,0.3141750707278201
881.25,2.031446209026822,0.34024889043238044
886.0,2.1592812727201696,0.36694462209818307
890.75,2.2494794384689945,0.3845168009611078
895.5,2.268042076964899,0.38801277557067343
900.25,2.276142383489517,0.38952592229226
905.0,2.2841039101149483,0.39100587108707
909.75,2.2632628190697406,0.3871164809918251
914.5,2.1774742910855878,0.3705692582278305
919.25,2.085489252601807,0.35180458064680636
924.0,2.0197576911571797,0.3376952045335815
928.75,1.952260830063034,0.3225530821552452
933.5,1.8482735900324105,0.29782026312393606
938.25,1.74691670175893,0.27191093973860136
943.0,1.7259563422710855,0.2663125344356275
947.75,1.745033794381504,0.27141151992606743
952.5,1.7704622368951355,0.2780988048256506
957.25,1.8363227859849036,0.29486163920320274
962.0,1.9645598454913737,0.3253635938428825
966.75,2.1260171348709487,0.36020824144248775
971.5,2.2367396923697465,0.3820942707518998
976.25,2.3379980350092753,0.4008384729338397
981.0,2.4775836463690646,0.4248880247386158
985.75,2.600079824788115,0.44445676281144375
990.5,2.65558153931304,0.4528914268519253
995.25,2.608258158697462,0.4457159349368793
1000.0,2.5706389736110897,0.43987616368357096
